yelpid,closed,scrapedurl,name,rating,review,verified,pricerange,categorylist,photos,phone,address,morebusinessinfo,openingtimes,lat,lng,seg
b%c3%a2tard-new-york,True,https://www.yelp.com/biz/b%c3%a2tard-new-york,Bâtard,4.0,496,Claimed,$$$$,"Modern European, New American, French",>1000,(212) 219-2777,"239 West Broadway New York, NY 10013","Health Score Not Yet Graded, Takes Reservations, Offers Delivery, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Upscale, Classy, Moderate Noise, Dressy, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, Dogs Not Allowed, No TV, No Bike Parking",Mon: Closed | Tue: 5:30 PM - 9:00 PM | Wed: 5:30 PM - 9:00 PM | Thu: 5:30 PM - 9:00 PM | Fri: 5:30 PM - 9:00 PM | Sat: 5:30 PM - 9:00 PM | Sun: Closed,,,4
david-burke-kitchen-new-york,True,https://www.yelp.com/biz/david-burke-kitchen-new-york,David Burke Kitchen,3.7,1125,Claimed,$$$,"New American, Steakhouses",>1000,NA,"23 Grand St New York, NY 10013","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Moderate Noise, Casual Dress, Good for Groups, Good for Dinner, Street Parking, Full Bar, Gender-neutral restrooms, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, No Bike Parking",Mon: 7:00 AM - 10:00 PM | Tue: 7:00 AM - 10:00 PM | Wed: 7:00 AM - 10:00 PM | Thu: 7:00 AM - 11:00 PM | Fri: 7:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:00 PM,,,4
anjappar-chettinad-restaurant-new-york-2,False,https://www.yelp.com/biz/anjappar-chettinad-restaurant-new-york-5,Anjappar Chettinad Restaurant,3.3,391,Claimed,$$,Indian,323,(929) 306-6556,"116 Lexington Ave New York, NY 10016","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Free Wi-Fi, Full Bar, Wheelchair Accessible, No Outdoor Seating, Dogs Not Allowed, No TV, Bike Parking",Mon: Closed | Tue: 12:00 PM - 9:30 PM | Wed: 12:00 PM - 9:30 PM | Thu: 12:00 PM - 9:30 PM | Fri: 12:00 PM - 10:30 PM | Sat: 12:00 PM - 10:30 PM | Sun: 12:00 PM - 9:30 PM,,,4
gotham-bar-and-grill-new-york,False,https://www.yelp.com/biz/gotham-restaurant-new-york-city,Gotham Restaurant,4.2,1690,Claimed,$$$$,"New American, Bars",>1000,(212) 380-8660,"12 E 12th St Flr 1 New York City, NY 10003","Takes Reservations, No Delivery, No Takeout, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Android Pay, Classy, Upscale, Moderate Noise, Good for Groups, Good for Dinner, Garage Parking, Street Parking, Free Wi-Fi, Best nights on Thursday, Friday, Saturday, Full Bar, TV, No Outdoor Seating, Offers Catering, Not Good For Kids, Not Good For Dancing, No Pool Table, No Smoking, Dogs Not Allowed, No Bike Parking",Mon: 12:00 PM - 5:00 PM | Tue: 12:00 PM - 9:30 PM | Wed: 12:00 PM - 9:30 PM | Thu: 12:00 PM - 9:30 PM | Fri: 12:00 PM - 9:30 PM | Sat: 5:00 PM - 9:30 PM | Sun: Closed,,,4
cafe-hanamizuki-new-york,True,https://www.yelp.com/biz/hanamizuki-cafe-new-york-2,Hanamizuki Cafe,4.1,539,Claimed,$$,"Cafes, Coffee & Tea, Japanese",>1000,(212) 695-5533,"143 W 29th St New York, NY 10001","No Reservations, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Classy, Casual, Quiet, Offers Catering, Good For Kids, Good for Lunch, Good for Working, Street Parking, Waiter Service, Beer & Wine Only, Wheelchair Accessible, Gender-neutral restrooms, No Outdoor Seating, Not Good For Groups, No Wi-Fi, No Happy Hour, Dogs Not Allowed, No TV, No Bike Parking",Mon: 4:00 PM - 8:00 PM | Tue: 4:00 PM - 8:00 PM | Wed: Closed | Thu: 4:00 PM - 8:00 PM | Fri: 1:00 PM - 8:00 PM | Sat: 12:00 PM - 6:00 PM | Sun: Closed,,,4
el-atoradero-bodega-west-bronx,False,https://www.yelp.com/biz/el-atoradero-bodega-west-bronx,El Atoradero Bodega,5.0,3,Claimed,NA,"Grocery, Imported Food",0,(718) 292-7949,"800 E 149th St West Bronx, NY 10455",NA,Mon: 7:00 AM - 10:00 PM | Tue: 7:00 AM - 10:00 PM | Wed: 7:00 AM - 10:00 PM | Thu: 7:00 AM - 10:00 PM | Fri: 7:00 AM - 10:00 PM | Sat: 7:00 AM - 10:00 PM | Sun: 7:00 AM - 10:00 PM,,,4
hanyang-boonshik-flushing-2,True,https://www.yelp.com/biz/hanyang-boonshik-flushing-2,Hanyang Boonshik,3.6,43,Claimed,$,Korean,78,(718) 461-5924,"150-51 Northern Blvd Flushing, NY 11354","Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Apple Pay, Divey, Quiet, Good for Groups, Good For Kids, Private Lot Parking, TV, No Outdoor Seating, Offers Catering, No Wi-Fi, No Alcohol, Bike Parking",,,,4
rockaway-taco-rockaway,True,https://www.yelp.com/biz/rockaway-taco-rockaway,Rockaway Taco,3.9,370,Claimed,$,"Mexican, Food Stands",199,(347) 213-7466,"95-19 Rockaway Beach Blvd Rockaway, NY 11693","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Outdoor Seating, Hipster, Moderate Noise, Good For Kids, Street Parking, Offers Catering, Not Good For Groups, No Wi-Fi, No Alcohol, No TV, Bike Parking",Mon: 11:00 AM - 8:00 PM | Tue: 11:00 AM - 8:00 PM | Wed: 11:00 AM - 8:00 PM | Thu: 9:00 AM - 8:00 PM | Fri: 9:00 AM - 8:00 PM | Sat: 9:00 AM - 8:00 PM | Sun: 9:00 AM - 8:00 PM,,,4
benchmark-brooklyn,False,https://www.yelp.com/biz/benchmark-restaurant-brooklyn,Benchmark Restaurant,3.5,561,Claimed,$$$,"Steakhouses, New American",451,(718) 965-7040,"339-A 2nd St Brooklyn, NY 11215","Takes Reservations, Offers Delivery, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Romantic, Classy, Moderate Noise, Casual Dress, Good for Groups, Good For Kids, Good for Dinner, Garage Parking, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Wheelchair Accessible, TV, Gender-neutral restrooms, Open to All, Covered Outdoor Seating, Offers Catering, No Drive-Thru, Dogs Not Allowed, No Heated Outdoor Seating, No Bike Parking","Mon: 5:00 PM - 9:00 PM | Tue: 5:00 PM - 9:00 PM | Wed: 5:00 PM - 9:00 PM | Thu: 5:00 PM - 9:00 PM | Fri: 5:00 PM - 10:00 PM | Sat: 11:00 AM - 3:00 PM, 4:00 PM - 10:00 PM | Sun: 11:00 AM - 3:00 PM, 4:00 PM - 9:00 PM",,,4
brushstroke-new-york,True,https://www.yelp.com/biz/brushstroke-new-york,Brushstroke,3.8,354,Claimed,$$$$,"Japanese, Sushi Bars, Wine Bars",>1000,(212) 791-3771,"30 Hudson St New York, NY 10013","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Upscale, Moderate Noise, Dressy, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, No Outdoor Seating, Not Good For Kids, Not Good For Dancing, No Wi-Fi, No Smoking, Dogs Not Allowed, No TV, Bike Parking",Mon: 5:30 PM - 11:30 PM | Tue: 5:30 PM - 11:30 PM | Wed: 5:30 PM - 11:30 PM | Thu: 5:30 PM - 11:30 PM | Fri: 5:30 PM - 11:30 PM | Sat: 5:30 PM - 11:30 PM | Sun: Closed,,,4
kopitiam-new-york,False,https://www.yelp.com/biz/kopitiam-new-york,Kopitiam,4.1,1017,Claimed,$$,"Malaysian, Desserts, Breakfast & Brunch",>1000,(646) 609-3785,"151 E Broadway New York, NY 10002","Health Score Grade Pending, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Classy, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Breakfast, Lunch, Dessert, Street Parking, Gender-neutral restrooms, Asian-owned, Women-owned, Open to All, Heated Outdoor Seating, Covered Outdoor Seating, No Waiter Service, No Wi-Fi, No Happy Hour, No Alcohol, Dogs Not Allowed, Not Wheelchair Accessible, No TV, No Private Dining, Bike Parking",Mon: 10:00 AM - 9:00 PM | Tue: 10:00 AM - 9:00 PM | Wed: 10:00 AM - 9:00 PM | Thu: 10:00 AM - 9:00 PM | Fri: 10:00 AM - 9:00 PM | Sat: 10:00 AM - 9:00 PM | Sun: 10:00 AM - 9:00 PM,,,4
momofuku-nishi-new-york,True,https://www.yelp.com/biz/momofuku-nishi-new-york,Momofuku Nishi,3.8,590,Claimed,$$,"Italian, New American",>1000,(646) 518-1919,"232 8th Ave New York, NY 10011","Takes Reservations, Offers Takeout, No Delivery, Pescatarian Options, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Trendy, Classy, Casual, Moderate Noise, Casual Dress, Good for Groups, Good for Lunch, Dinner, Street Parking, Waiter Service, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No Happy Hour, Dogs Not Allowed, No TV, Bike Parking","Mon: 12:00 PM - 3:00 PM, 5:30 PM - 11:00 PM | Tue: 12:00 PM - 3:00 PM, 5:30 PM - 11:00 PM | Wed: 12:00 PM - 3:00 PM, 5:30 PM - 11:00 PM | Thu: 12:00 PM - 3:00 PM, 5:30 PM - 11:00 PM | Fri: 12:00 PM - 3:00 PM, 5:30 PM - 11:00 PM | Sat: 11:00 AM - 3:00 PM, 5:30 PM - 11:00 PM | Sun: 11:00 AM - 3:00 PM, 5:30 PM - 11:00 PM",,,4
caf%c3%a9-china-new-york-2,False,https://www.yelp.com/biz/caf%c3%a9-china-new-york-2,Café China,3.9,1959,Claimed,$$,Szechuan,>1000,(212) 213-2810,"59 W 37th St New York, NY 10018","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Limited Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, No Wi-Fi, No Happy Hour, Dogs Not Allowed, No TV, Bike Parking, Provides reusable tableware",Mon: 11:30 AM - 10:30 PM | Tue: 11:30 AM - 10:30 PM | Wed: 11:30 AM - 10:30 PM | Thu: 11:30 AM - 11:00 PM | Fri: 11:30 AM - 11:00 PM | Sat: 11:30 AM - 11:00 PM | Sun: 11:30 AM - 10:30 PM,,,4
santina-new-york,True,https://www.yelp.com/biz/santina-new-york,Santina,3.6,659,Claimed,$$$,"Italian, Cocktail Bars, Breakfast & Brunch",894,(212) 254-3000,"820 Washington St New York, NY 10014","Takes Reservations, Offers Takeout, No Delivery, Vegan Options, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Trendy, Classy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Brunch, Dinner, Street Parking, Waiter Service, Free Wi-Fi, Best nights on Wednesday, Friday, Saturday, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Not Good For Kids, Not Good For Dancing, No Pool Table, No Smoking, No TV, Bike Parking",Mon: 11:45 AM - 10:00 PM | Tue: 11:45 AM - 10:00 PM | Wed: 11:45 AM - 10:00 PM | Thu: 11:45 AM - 10:00 PM | Fri: 11:45 AM - 11:00 PM | Sat: 10:00 AM - 11:00 PM | Sun: 10:00 AM - 10:00 PM,,,4
tertulia-new-york,True,https://www.yelp.com/biz/tertulia-new-york,Tertulia,3.4,405,Claimed,$$$,"Spanish, Tapas Bars",295,(646) 559-9909,"359 6th Ave New York, NY 10014","Takes Reservations, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Trendy, Loud, Good for Groups, Good for Dinner, Street Parking, Free Wi-Fi, Full Bar, TV, Gender-neutral restrooms, Offers Catering, Not Good For Kids, Bike Parking","Mon: 11:30 AM - 3:00 PM, 5:30 PM - 11:00 PM | Tue: 11:30 AM - 3:00 PM, 5:30 PM - 11:00 PM | Wed: 11:30 AM - 3:00 PM, 5:30 PM - 11:00 PM | Thu: 11:30 AM - 3:00 PM, 5:30 PM - 11:00 PM | Fri: 11:30 AM - 3:00 PM, 5:30 PM - 12:00 AM (Next day) | Sat: 11:30 AM - 3:30 PM, 5:30 PM - 12:00 AM (Next day) | Sun: 11:30 AM - 3:30 PM, 5:30 PM - 11:00 PM",,,4
soy-new-york,True,https://www.yelp.com/biz/soy-new-york,Soy,4.0,102,Claimed,$$,Japanese,54,(212) 253-1158,"102 Suffolk St New York, NY 10002","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Quiet, Good For Kids, Street Parking, Beer & Wine Only, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Groups, No Wi-Fi, No TV, No Bike Parking",Mon: 12:00 PM - 9:30 PM | Tue: 12:00 PM - 9:30 PM | Wed: Closed | Thu: 12:00 PM - 9:30 PM | Fri: 12:00 PM - 9:30 PM | Sat: 5:00 PM - 9:30 PM | Sun: Closed,,,4
home-restaurant-new-york-2,True,https://www.yelp.com/biz/home-restaurant-new-york-2,Home Restaurant,3.8,229,Claimed,$$$,"New American, Breakfast & Brunch",60,(212) 243-9579,"20 Cornelia St New York, NY 10014","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Outdoor Seating, Romantic, Moderate Noise, Street Parking, Full Bar, Offers Catering, Not Good For Groups, Not Good For Kids, No Wi-Fi, No TV, Bike Parking","Mon: 5:00 PM - 11:00 PM | Tue: 5:00 PM - 11:00 PM | Wed: 5:00 PM - 11:00 PM | Thu: 5:00 PM - 11:00 PM | Fri: 5:00 PM - 11:00 PM | Sat: 10:30 AM - 4:00 PM, 5:30 PM - 11:00 PM | Sun: 10:30 AM - 4:00 PM, 5:30 PM - 10:00 PM",,,4
la-morada-restaurant-bronx,False,https://www.yelp.com/biz/la-morada-bronx-2,La Morada,4.6,180,Claimed,$$,"Mexican, Vegetarian",232,(718) 292-0235,"308 Willis Ave Bronx, NY 10454","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, TV, Gender-neutral restrooms, No Outdoor Seating, No Wi-Fi, No Alcohol, Bike Parking",Mon: 10:00 AM - 5:00 PM | Tue: 10:00 AM - 5:00 PM | Wed: 10:00 AM - 5:00 PM | Thu: Closed | Fri: Closed | Sat: Closed | Sun: Closed,,,4
the-chinese-club-brooklyn,True,https://www.yelp.com/biz/the-chinese-club-brooklyn,The Chinese Club,4.2,237,Claimed,$$,"Indian, Chinese",660,(718) 487-4576,"208 Grand St Brooklyn, NY 11211","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Trendy, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, Beer & Wine Only, Wheelchair Accessible, Gender-neutral restrooms, No Outdoor Seating, No Wi-Fi, No TV, Bike Parking","Mon: 12:00 PM - 3:30 PM, 5:00 PM - 10:30 PM | Tue: 12:00 PM - 3:30 PM, 5:00 PM - 10:30 PM | Wed: 12:00 PM - 3:30 PM, 5:00 PM - 10:30 PM | Thu: 12:00 PM - 3:30 PM, 5:00 PM - 10:30 PM | Fri: 12:00 PM - 3:30 PM, 5:00 PM - 11:30 PM | Sat: 5:00 PM - 11:30 PM | Sun: 5:00 PM - 11:30 PM",,,4
kao-soy-brooklyn,True,https://www.yelp.com/biz/kao-soy-brooklyn,Kao Soy,4.2,135,Claimed,$$,Thai,116,(718) 875-1155,"283 Van Brunt St Brooklyn, NY 11231","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Quiet, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Bike Parking",Mon: 12:00 PM - 10:00 PM | Tue: 12:00 PM - 10:00 PM | Wed: 12:00 PM - 10:00 PM | Thu: 12:00 PM - 10:00 PM | Fri: 12:00 PM - 10:30 PM | Sat: 12:00 PM - 10:30 PM | Sun: 12:00 PM - 10:00 PM,,,4
rusty-mackerel-new-york,True,https://www.yelp.com/biz/rusty-mackerel-new-york,Rusty Mackerel,3.7,79,Claimed,$$,"Tapas/Small Plates, New American",52,NA,"209 Pinehurst Ave New York, NY 10040","No Reservations, No Delivery, No Takeout, Accepts Credit Cards, Casual, Moderate Noise, Street Parking, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Groups, Not Good For Kids, No Wi-Fi, No TV, Bike Parking","Mon: Closed | Tue: 2:00 PM - 11:00 PM | Wed: 5:00 PM - 11:00 PM | Thu: 5:00 PM - 12:00 AM (Next day) | Fri: 5:00 PM - 12:00 AM (Next day) | Sat: 11:00 AM - 3:00 PM, 5:00 PM - 12:00 AM (Next day) | Sun: 11:00 AM - 3:00 PM, 5:00 PM - 11:00 PM",,,4
lupulo-new-york,True,https://www.yelp.com/biz/lupulo-new-york,Lupulo,3.5,251,Claimed,$$$,"Seafood, Portuguese, Beer Bar",362,(212) 290-7600,"835 6th Ave New York, NY 10001","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Trendy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Background Music, Best nights on Thursday, Friday, Saturday, Full Bar, Gender-neutral restrooms, Offers Catering, Not Good For Kids, Not Good For Dancing, No Pool Table, No Smoking, Dogs Not Allowed, Not Wheelchair Accessible, No TV, No Bike Parking","Mon: 7:00 AM - 11:00 AM, 12:00 PM - 11:00 PM | Tue: 7:00 AM - 11:00 AM, 12:00 PM - 11:00 PM | Wed: 7:00 AM - 11:00 AM, 12:00 PM - 11:00 PM | Thu: 7:00 AM - 11:00 AM, 12:00 PM - 11:00 PM | Fri: 7:00 AM - 11:00 AM, 12:00 PM - 11:00 PM | Sat: 11:30 AM - 11:00 PM | Sun: 11:30 AM - 10:00 PM",,,4
joy-luck-palace-new-york,True,https://www.yelp.com/biz/joy-luck-palace-new-york,Joy Luck Palace,3.1,194,Claimed,$$,"Cantonese, Dim Sum",737,(212) 219-2828,"98 Mott St New York, NY 10013","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Loud, Offers Catering, Good for Groups, Good For Kids, Good for Brunch, Lunch, Dinner, Street Parking, Waiter Service, TV, No Outdoor Seating, No Wi-Fi, No Alcohol, Bike Parking",Mon: 8:30 AM - 10:30 PM | Tue: 8:30 AM - 10:30 PM | Wed: 8:30 AM - 10:30 PM | Thu: 8:30 AM - 10:30 PM | Fri: 8:30 AM - 10:30 PM | Sat: 8:30 AM - 10:30 PM | Sun: 8:30 AM - 10:30 PM,,,4
sams-spring-roll-new-york,True,https://www.yelp.com/biz/sams-spring-roll-new-york,Sam's Spring Roll,4.2,94,Claimed,$,"Asian Fusion, Comfort Food",127,(212) 777-7211,"23 Essex St New York, NY 10002","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Moderate Noise, Offers Catering, Good For Kids, Good for Lunch, Street Parking, Free Wi-Fi, Beer & Wine Only, TV, No Outdoor Seating, Not Good For Groups, No Waiter Service, Not Wheelchair Accessible, Bike Parking",Mon: 11:00 AM - 10:00 PM | Tue: 11:00 AM - 10:00 PM | Wed: 11:00 AM - 10:00 PM | Thu: 11:00 AM - 11:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:00 PM,,,4
caridad-china-williamsburg,False,https://www.yelp.com/biz/caridad-china-brooklyn,Caridad China,4.2,122,Claimed,$$,"Latin American, Chinese",257,(718) 302-1102,"108 Graham Ave Brooklyn, NY 11206","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, Free Wi-Fi, Wheelchair Accessible, TV, No Outdoor Seating, No Alcohol, Dogs Not Allowed, Bike Parking",Mon: Closed | Tue: 12:00 PM - 9:30 PM | Wed: 12:00 PM - 9:30 PM | Thu: 12:00 PM - 9:30 PM | Fri: 12:00 PM - 10:00 PM | Sat: 12:00 PM - 10:00 PM | Sun: 12:00 PM - 9:30 PM,,,4
house-of-inasal-woodside-2,True,https://www.yelp.com/biz/house-of-inasal-woodside-2,House of Inasal,3.7,208,Claimed,$$,Filipino,662,(718) 429-0709,"6514 Roosevelt Ave Woodside, NY 11377","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Brunch, Lunch, Dinner, Dessert, Street Parking, Waiter Service, Beer & Wine Only, Wheelchair Accessible, TV, No Outdoor Seating, No Wi-Fi, Dogs Not Allowed, Bike Parking",Mon: Closed | Tue: 10:00 AM - 9:30 PM | Wed: 10:00 AM - 9:30 PM | Thu: 10:00 AM - 9:30 PM | Fri: 10:00 AM - 10:00 PM | Sat: 9:00 AM - 11:00 PM | Sun: 9:00 AM - 10:00 PM,,,4
aperitivo-pizza-bar-new-york,True,https://www.yelp.com/biz/aperitivo-pizza-bar-new-york,Aperitivo Pizza Bar,3.2,168,Claimed,$$,"Italian, Pizza",85,(212) 758-9400,"780 3rd Ave New York, NY 10017","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Full Bar, TV, No Wi-Fi, Bike Parking",Mon: 11:00 AM - 11:00 PM | Tue: 11:00 AM - 11:00 PM | Wed: 11:00 AM - 11:00 PM | Thu: 11:00 AM - 11:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 12:00 AM (Next day) | Sun: 11:00 AM - 10:00 PM,,,4
beer-table-brooklyn,True,https://www.yelp.com/biz/beer-table-brooklyn,Beer Table,3.8,114,Claimed,$$$,Bars,4,(718) 965-1196,"427B 7th Ave Brooklyn, NY 11215","Accepts Credit Cards, Casual, Quiet, Street Parking, Beer & Wine Only, No Outdoor Seating, Not Good For Groups, No TV",,,,4
aska-brooklyn-3,False,https://www.yelp.com/biz/aska-brooklyn-3,Aska,4.5,163,Claimed,$$$$,"Scandinavian, Bars",>1000,(929) 337-6792,"47 South 5th St Brooklyn, NY 11249","Health Score Not Yet Graded, Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Android Pay, Outdoor Seating, Romantic, Intimate, Trendy, Upscale, Classy, Quiet, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Best nights on Thursday, Friday, Saturday, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Private Dining, Offers Catering, Not Good For Kids, Not Good For Dancing, No Pool Table, No Wi-Fi, No Smoking, Dogs Not Allowed, No TV, No Heated Outdoor Seating, No Covered Outdoor Seating, No Bike Parking","Mon: Closed | Tue: 5:00 PM - 9:00 PM | Wed: 5:00 PM - 11:00 PM | Thu: 5:00 PM - 11:00 PM | Fri: 5:00 PM - 11:00 PM | Sat: 12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM | Sun: 12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM",,,4
ravagh-persian-grill-new-york-6,True,https://www.yelp.com/biz/ravagh-persian-grill-new-york-6,Ravagh Persian Grill,4.2,217,Claimed,$$,"Persian/Iranian, Middle Eastern, Imported Food",151,(212) 335-0207,"125 1st Ave New York, NY 10003","Takes Reservations, Offers Delivery, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, Full Bar, TV, Gender-neutral restrooms, No Outdoor Seating, No Wi-Fi, Bike Parking",Mon: 11:00 AM - 10:30 PM | Tue: 11:00 AM - 10:30 PM | Wed: 11:00 AM - 10:30 PM | Thu: 11:00 AM - 10:30 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:30 PM,,,4
betto-brooklyn,True,https://www.yelp.com/biz/betto-brooklyn,Betto,3.7,66,Claimed,$$,"Modern European, Italian",37,(718) 384-1904,"138 N 8th St Brooklyn, NY 11211","Takes Reservations, Accepts Credit Cards, Romantic, Classy, Casual, Moderate Noise, Casual Dress, Good for Groups, Good For Kids, Street Parking, Full Bar, No Outdoor Seating, Offers Catering, No TV",Mon: Closed | Tue: 5:30 PM - 11:00 PM | Wed: 5:30 PM - 11:00 PM | Thu: 5:30 PM - 11:00 PM | Fri: 5:30 PM - 12:00 AM (Next day) | Sat: 12:00 PM - 12:00 AM (Next day) | Sun: 12:00 PM - 10:30 PM,,,4
the-marrow-new-york,True,https://www.yelp.com/biz/the-marrow-new-york,The Marrow,3.5,154,Claimed,$$$,"German, Italian",154,(212) 428-6000,"99 Bank St New York, NY 10014","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Classy, Moderate Noise, Casual Dress, Good for Groups, Street Parking, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No TV","Mon: 5:30 PM - 10:00 PM | Tue: 5:30 PM - 10:00 PM | Wed: 5:30 PM - 10:00 PM | Thu: 5:30 PM - 10:00 PM | Fri: 5:30 PM - 11:00 PM | Sat: 11:00 AM - 2:30 PM, 5:00 PM - 11:30 PM | Sun: 11:00 AM - 2:30 PM, 5:00 PM - 10:00 PM",,,4
hanci-turkish-cuisine-new-york,True,https://www.yelp.com/biz/hanci-turkish-cuisine-new-york,Hanci Turkish Cuisine,3.9,144,Claimed,$$,"Turkish, Modern European, Mediterranean",71,(212) 707-8144,"854 10th Ave New York, NY 10019","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Casual, Quiet, Offers Catering, Good for Groups, Good For Kids, Street Parking, Beer & Wine Only, No Outdoor Seating, No Wi-Fi, No TV, Bike Parking",Mon: 11:00 AM - 10:30 PM | Tue: 11:00 AM - 10:30 PM | Wed: 11:00 AM - 10:30 PM | Thu: 11:00 AM - 10:30 PM | Fri: 11:00 AM - 10:30 PM | Sat: 1:00 PM - 10:30 PM | Sun: 2:00 PM - 10:30 PM,,,4
